Animal Number;Date;Incomplete;Incomplete Milkings;Kickoff LF;Kickoff LR;Kickoff RF;Kickoff RR;Incomplete Milkings;OCC(*1000 cells/ml);Peak Flow LF;Peak Flow LR;Peak Flow RF;Peak Flow RR;Yield LF;Yield LR;Yield RF;Yield RR;Yield/Hour;Yield/Hour LF;Yield/Hour LR;Yield/Hour RF;Yield/Hour RR;Avg. Milking Duration;Avg. Milking Interval;Days In Milk;Milk Duration (mm:ss);Lactation Number;Position;Teats Not Found;Begin Time;End Time;Mean Flow LF;Mean Flow LR;Mean Flow RF;Mean Flow RR
1477;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;;1.14;1.50;0.90;;3.79;3.70;3.40;1.38;0.00;0.48;0.47;0.43;07:09;07:45:47;68;07:09;1;0;;11/13/2023 2:53 AM;3:00 AM;;0.84;0.90;0.66
1279;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;634;1.80;2.28;2.28;2.04;3.36;4.35;3.86;5.59;2.26;0.44;0.57;0.51;0.74;05:45;07:29:55;54;05:45;2;0;;11/13/2023 2:53 AM;2:59 AM;1.32;1.62;1.62;1.56
1396;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;;2.40;2.34;1.62;;3.86;3.16;3.49;1.46;0.00;0.54;0.44;0.48;05:06;07:06:49;219;05:06;1;0;;11/13/2023 2:50 AM;2:55 AM;;1.80;1.62;1.20
1282;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;40;1.86;;1.86;2.10;4.76;;4.57;6.45;2.52;0.76;0.00;0.73;1.03;05:42;06:09:49;68;05:42;2;0;;11/13/2023 2:49 AM;2:55 AM;1.38;;1.38;1.68
1219;11/13/2023;;0;Checked;Unchecked;Unchecked;Unchecked;0;485;2.04;1.26;0.84;2.22;2.95;2.79;1.29;2.55;1.66;0.51;0.48;0.22;0.44;08:11;05:38:31;302;08:11;2;0;;11/13/2023 2:43 AM;2:51 AM;1.44;0.96;0.54;1.38
571;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.14;1.50;1.32;1.56;2.82;5.62;2.24;4.45;1.94;0.36;0.72;0.29;0.57;07:24;07:41:55;24;07:24;6;0;;11/13/2023 2:40 AM;2:48 AM;0.84;1.08;0.90;1.20
1398;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.32;1.56;1.14;1.50;2.60;3.17;2.52;2.92;1.37;0.32;0.39;0.31;0.36;06:39;08:05:24;253;06:39;1;0;;11/13/2023 2:41 AM;2:48 AM;0.72;1.14;0.78;1.02
1084;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;11;1.68;1.62;1.38;1.62;5.47;6.52;5.38;7.48;2.23;0.49;0.59;0.48;0.67;09:30;10:58:33;146;09:30;3;0;;11/13/2023 2:37 AM;2:47 AM;1.20;1.08;0.96;1.08
1410;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.14;1.62;1.14;;3.15;5.01;3.80;;1.41;0.37;0.59;0.45;0.00;07:50;08:22:11;248;07:50;1;0;;11/13/2023 2:30 AM;2:38 AM;0.78;1.20;0.78;
1139;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;31;0.90;1.26;1.14;1.08;3.82;4.55;3.06;4.14;2.36;0.58;0.69;0.46;0.63;10:36;06:25:38;50;10:36;3;0;;11/13/2023 2:24 AM;2:34 AM;0.54;0.84;0.78;0.72
1291;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.56;1.80;2.58;1.62;3.71;3.20;3.74;4.42;1.98;0.49;0.42;0.49;0.58;05:38;07:31:03;121;05:38;2;0;;11/13/2023 2:28 AM;2:34 AM;1.14;1.38;1.62;1.26
1432;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.56;1.50;2.04;1.68;3.79;3.90;4.05;3.91;1.57;0.38;0.39;0.41;0.39;05:59;09:51:50;88;05:59;1;0;;11/13/2023 2:18 AM;2:24 AM;1.14;1.08;1.50;1.20
1429;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.50;1.80;1.80;1.38;3.42;3.35;3.27;3.27;1.94;0.50;0.49;0.48;0.48;05:53;06:46:08;199;05:53;1;0;;11/13/2023 2:18 AM;2:24 AM;1.02;1.38;1.26;0.90
1263;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;28;1.50;1.74;1.74;1.62;2.64;3.99;3.88;3.98;1.53;0.28;0.42;0.41;0.42;05:43;09:21:01;180;05:43;2;0;;11/13/2023 2:18 AM;2:24 AM;1.08;1.26;1.26;1.26
1321;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;65;2.46;2.34;2.52;2.34;3.50;3.38;4.07;4.29;2.27;0.52;0.50;0.61;0.64;04:43;06:38:23;77;04:43;2;0;;11/13/2023 2:17 AM;2:22 AM;1.80;1.62;1.86;1.80
1284;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.74;;1.92;1.50;3.78;;3.62;3.01;1.89;0.69;0.00;0.66;0.55;06:43;05:22:58;163;06:43;2;0;;11/13/2023 2:11 AM;2:18 AM;1.38;;1.38;1.14
1435;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.50;1.62;1.38;1.20;1.75;1.67;1.91;1.83;1.42;0.35;0.33;0.38;0.36;05:43;04:56:20;126;05:43;1;0;;11/13/2023 2:12 AM;2:17 AM;1.14;1.14;0.96;0.90
808;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;885;1.56;1.68;1.08;1.56;2.92;4.54;2.05;4.31;2.40;0.51;0.79;0.36;0.75;06:16;05:39:49;25;06:16;5;0;;11/13/2023 2:11 AM;2:17 AM;0.96;1.26;0.66;1.08
1151;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;708;2.52;1.98;2.70;2.34;3.48;4.39;3.46;4.16;2.51;0.56;0.71;0.56;0.67;05:12;06:06:18;106;05:12;3;0;;11/13/2023 2:10 AM;2:15 AM;1.74;1.50;1.92;1.56
1272;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.70;;1.38;1.98;6.69;;6.70;6.57;1.72;0.58;0.00;0.58;0.56;08:28;11:29:33;165;08:28;2;0;;11/13/2023 2:02 AM;2:10 AM;1.92;;1.08;1.56
1319;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;120;2.04;2.64;;2.64;1.49;5.48;;4.52;1.49;0.19;0.71;0.00;0.58;04:28;07:39:08;26;04:28;2;0;;11/13/2023 2:05 AM;2:10 AM;1.32;1.92;;1.86
1401;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;3.84;2.04;2.52;2.04;3.28;2.45;2.80;2.19;1.22;0.37;0.28;0.32;0.25;03:55;08:44:21;247;03:55;1;0;;11/13/2023 2:05 AM;2:09 AM;2.16;1.32;2.04;1.62
981;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;28;1.98;2.04;1.86;1.74;3.23;3.36;3.30;2.93;2.07;0.52;0.54;0.53;0.47;05:23;06:06:37;20;05:23;4;0;;11/13/2023 2:03 AM;2:08 AM;1.50;1.50;1.20;1.20
1487;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.26;1.62;1.32;1.44;3.74;3.31;2.28;3.00;1.84;0.56;0.49;0.34;0.45;06:47;06:34:48;21;06:47;1;0;;11/13/2023 1:57 AM;2:04 AM;0.90;1.08;0.96;0.96
1286;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;265;1.62;2.22;1.56;2.10;3.10;3.55;2.89;4.15;1.91;0.43;0.50;0.40;0.58;04:58;07:05:27;112;04:58;2;0;;11/13/2023 1:59 AM;2:04 AM;1.20;1.56;1.14;1.56
628;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;51;1.44;1.86;;2.16;3.75;5.95;;5.38;1.81;0.45;0.71;0.00;0.65;06:25;08:12:53;27;06:25;6;0;;11/13/2023 1:55 AM;2:02 AM;1.08;1.44;;1.38
1312;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.26;1.20;1.20;0.96;3.40;4.55;4.08;4.37;2.60;0.54;0.72;0.65;0.69;08:59;06:09:03;48;08:59;2;0;;11/13/2023 1:52 AM;2:01 AM;0.66;0.78;0.84;0.66
1424;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.62;1.20;1.50;1.56;3.89;1.98;2.81;2.18;1.62;0.58;0.29;0.42;0.32;05:31;06:36:55;175;05:31;1;0;;11/13/2023 1:50 AM;1:56 AM;1.20;0.84;1.02;1.02
1255;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;2;1.56;1.68;1.56;2.04;3.73;4.84;3.70;5.34;1.87;0.40;0.51;0.39;0.57;06:02;09:19:37;267;06:02;2;0;;11/13/2023 1:48 AM;1:54 AM;1.20;1.26;1.08;1.56
924;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;280;1.68;1.38;1.80;1.44;6.67;3.06;6.62;4.03;2.54;0.83;0.38;0.83;0.50;08:06;07:53:23;84;08:06;4;0;;11/13/2023 1:43 AM;1:51 AM;1.20;0.96;1.32;1.02
1334;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.08;1.20;1.32;1.32;3.94;4.65;5.97;4.41;1.99;0.41;0.49;0.63;0.46;09:52;09:23:00;44;09:52;2;0;;11/13/2023 1:39 AM;1:49 AM;0.66;0.90;0.90;0.84
1277;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;17;2.28;;;2.22;6.17;;;8.78;1.44;0.60;0.00;0.00;0.85;07:43;10:14:36;171;07:43;2;0;;11/13/2023 1:39 AM;1:47 AM;1.68;;;1.50
1244;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;65;2.94;1.98;2.70;2.70;4.05;4.68;3.84;5.19;2.14;0.49;0.56;0.46;0.62;05:34;08:13:13;127;05:34;2;0;;11/13/2023 1:37 AM;1:43 AM;2.04;1.38;2.16;2.16
902;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Checked;0;;1.20;1.98;;2.10;2.33;4.38;;5.36;2.54;0.49;0.92;0.00;1.13;06:18;04:38:56;61;06:18;4;0;;11/13/2023 1:35 AM;1:41 AM;0.78;1.26;;1.56
1101;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;88;1.56;1.86;1.74;;3.48;3.47;3.62;;1.93;0.64;0.63;0.66;0.00;05:48;05:21:53;173;05:48;3;0;;11/13/2023 1:33 AM;1:39 AM;1.20;1.38;1.08;
1476;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.20;0.84;0.90;0.90;3.15;2.04;2.01;2.22;1.40;0.47;0.30;0.30;0.33;07:02;06:36:12;29;07:02;1;0;;11/13/2023 1:28 AM;1:35 AM;0.84;0.54;0.66;0.54
861;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;177;1.32;1.56;1.26;2.16;1.87;3.42;1.91;3.26;1.79;0.32;0.58;0.33;0.56;05:35;05:45:21;158;05:35;4;0;;11/13/2023 1:28 AM;1:34 AM;0.96;1.08;0.90;1.50
1433;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.62;1.74;1.20;1.44;2.36;3.09;2.46;2.27;1.57;0.36;0.48;0.38;0.35;04:59;06:24:03;191;04:59;1;0;;11/13/2023 1:29 AM;1:34 AM;1.20;1.20;0.96;0.96
1212;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;77;;2.16;2.10;2.10;;8.26;4.69;8.76;1.49;0.00;0.57;0.32;0.60;07:26;14:25:46;278;07:26;2;0;;11/13/2023 1:25 AM;1:33 AM;;1.68;1.56;1.62
1451;11/13/2023;;0;Unchecked;Unchecked;Checked;Unchecked;0;;1.50;1.26;2.04;1.44;2.09;2.71;2.33;2.33;1.31;0.29;0.37;0.32;0.32;05:12;07:08:27;142;05:12;1;0;;11/13/2023 1:23 AM;1:28 AM;1.08;0.96;1.26;1.02
1362;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.10;2.16;1.92;2.10;1.75;2.06;1.50;2.00;1.56;0.37;0.44;0.32;0.43;03:43;04:38:34;313;03:43;1;0;;11/13/2023 1:23 AM;1:27 AM;1.38;1.56;1.38;1.56
922;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;25;1.92;2.28;1.74;1.80;5.05;4.73;5.66;5.71;1.80;0.43;0.40;0.48;0.49;06:54;11:39:17;177;06:54;4;0;;11/13/2023 1:20 AM;1:27 AM;1.50;1.74;1.32;1.38
1264;11/13/2023;;0;Checked;Unchecked;Checked;Unchecked;0;180;2.94;2.40;2.94;2.34;2.75;3.66;3.48;2.58;1.54;0.34;0.45;0.43;0.32;04:07;08:02:50;254;04:07;2;0;;11/13/2023 1:20 AM;1:25 AM;1.74;1.74;1.80;1.74
1365;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.40;1.86;2.04;1.86;2.13;2.09;2.35;1.66;1.70;0.44;0.43;0.49;0.34;03:34;04:46:01;286;03:34;1;0;;11/13/2023 1:17 AM;1:21 AM;1.80;1.44;1.62;1.38
1081;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;80;1.68;1.38;1.68;1.80;4.13;4.89;4.51;4.68;2.15;0.49;0.58;0.53;0.55;06:24;08:21:25;254;06:24;3;0;;11/13/2023 1:13 AM;1:20 AM;1.32;1.08;1.20;1.38
1246;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;11;1.08;1.68;1.92;1.44;1.29;4.03;2.88;2.08;1.86;0.23;0.73;0.52;0.38;05:22;05:25:20;244;05:22;2;0;;11/13/2023 1:14 AM;1:20 AM;0.66;1.26;1.38;1.08
1470;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.56;1.92;1.68;1.44;1.47;1.47;1.37;1.33;1.47;0.38;0.38;0.36;0.35;04:13;03:45:32;35;04:13;1;0;;11/13/2023 1:10 AM;1:15 AM;1.20;1.32;1.26;0.96
722;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;25;1.20;0.90;1.20;1.20;6.10;5.10;5.57;6.32;2.91;0.77;0.64;0.70;0.80;12:43;07:43:16;113;12:43;5;0;;11/13/2023 1:01 AM;1:14 AM;0.84;0.54;0.84;0.84
1153;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;140;2.10;2.58;1.80;2.34;3.77;4.43;4.87;4.33;2.71;0.59;0.69;0.76;0.67;06:35;06:18:17;71;06:35;3;0;;11/13/2023 1:06 AM;1:12 AM;1.44;1.86;1.38;1.80
1399;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.14;1.08;1.44;1.02;2.35;4.03;2.98;3.04;1.39;0.26;0.45;0.33;0.34;07:30;08:47:57;250;07:30;1;0;;11/13/2023 1:02 AM;1:10 AM;0.84;0.78;0.90;0.78
1178;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;308;2.34;1.98;1.14;1.32;3.49;4.03;2.91;2.67;2.02;0.54;0.62;0.45;0.41;06:48;06:21:59;59;06:48;3;0;;11/13/2023 12:58 AM;1:05 AM;1.62;1.44;0.72;1.02
1400;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.68;1.26;1.98;1.32;2.39;3.05;3.06;3.12;1.77;0.36;0.46;0.47;0.48;06:48;06:27:41;227;06:48;1;0;;11/13/2023 12:58 AM;1:04 AM;1.14;0.78;1.44;0.96
1473;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.14;2.10;1.02;1.68;2.47;4.36;2.49;4.20;1.32;0.24;0.43;0.24;0.41;05:42;10:09:03;17;05:42;1;0;;11/13/2023 12:56 AM;1:01 AM;0.78;1.32;0.78;1.32
912;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;191;1.44;2.46;2.46;2.34;2.35;4.82;4.43;4.98;1.53;0.22;0.44;0.41;0.46;05:17;10:44:43;274;05:17;4;0;;11/13/2023 12:54 AM;12:59 AM;1.02;1.86;1.80;1.74
1436;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.68;1.74;1.62;1.32;2.61;2.59;2.45;1.97;1.54;0.42;0.42;0.39;0.32;04:30;06:09:56;202;04:30;1;0;;11/13/2023 12:52 AM;12:56 AM;1.32;1.26;1.08;0.96
1259;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;80;1.26;1.50;1.56;1.26;4.17;4.36;3.78;4.18;1.92;0.49;0.51;0.44;0.49;07:03;08:26:09;245;07:03;2;0;;11/13/2023 12:48 AM;12:55 AM;0.90;1.02;1.08;0.90
1447;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.56;1.02;1.08;1.14;2.67;2.33;2.67;2.52;1.52;0.40;0.35;0.40;0.38;06:20;06:36:36;158;06:20;1;0;;11/13/2023 12:48 AM;12:54 AM;1.02;0.66;0.72;0.72
1102;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;17;1.98;1.86;2.16;1.56;4.73;4.01;3.73;4.12;2.06;0.59;0.50;0.46;0.51;05:44;07:57:50;208;05:44;3;0;;11/13/2023 12:47 AM;12:53 AM;1.50;1.26;1.50;1.20
1462;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.52;2.22;2.52;1.80;3.76;3.64;3.54;3.54;1.46;0.38;0.37;0.36;0.36;04:37;09:52:48;13;04:37;1;0;;11/13/2023 12:46 AM;12:51 AM;1.92;1.62;1.86;1.44
1200;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;31;1.98;1.02;1.62;1.32;3.06;2.43;3.64;3.35;1.28;0.31;0.25;0.37;0.34;06:21;09:38:17;352;06:21;2;0;;11/13/2023 12:40 AM;12:46 AM;1.50;0.78;1.08;0.96
1434;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.68;1.50;1.56;1.38;5.55;6.33;6.23;5.28;1.81;0.43;0.49;0.48;0.41;08:26;12:47:54;192;08:26;1;0;;11/13/2023 12:37 AM;12:45 AM;1.20;1.02;1.20;0.96
1223;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.98;2.28;2.04;1.80;2.43;3.63;3.11;2.99;1.89;0.38;0.56;0.48;0.46;04:59;06:21:59;308;04:59;2;0;;11/13/2023 12:40 AM;12:45 AM;1.38;1.62;1.38;1.20
1207;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;957;1.74;1.56;1.56;1.14;2.48;3.34;4.21;1.32;1.49;0.33;0.44;0.55;0.17;06:28;07:29:27;292;06:28;2;0;;11/13/2023 12:35 AM;12:41 AM;1.14;1.08;1.08;0.78
1266;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;71;1.02;1.26;1.74;1.62;4.23;6.57;3.44;5.19;1.83;0.40;0.62;0.32;0.49;08:49;10:27:57;218;08:49;2;0;;11/13/2023 12:31 AM;12:39 AM;0.72;1.02;1.32;1.20
1480;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;0.90;1.38;0.84;1.02;3.42;4.64;3.46;4.49;1.39;0.30;0.40;0.30;0.39;09:38;11:21:39;23;09:38;1;0;;11/13/2023 12:28 AM;12:38 AM;0.60;0.90;0.60;0.66
1281;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.16;1.80;1.80;1.32;2.49;2.38;2.34;2.27;2.10;0.55;0.53;0.52;0.50;04:41;04:27:04;131;04:41;2;0;;11/13/2023 12:32 AM;12:36 AM;1.50;1.20;1.26;0.96
1407;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.32;1.38;1.26;1.14;1.92;3.22;1.98;3.06;1.25;0.24;0.39;0.24;0.37;05:34;08:04:13;211;05:34;1;0;;11/13/2023 12:24 AM;12:30 AM;0.90;1.08;0.96;0.84
1148;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;1551;1.92;2.22;2.22;1.80;3.32;3.24;3.73;2.28;2.24;0.59;0.58;0.66;0.41;05:08;05:31:08;125;05:08;3;0;;11/13/2023 12:25 AM;12:30 AM;1.38;1.44;1.50;1.08
1443;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.26;0.78;0.96;1.08;2.66;3.06;3.51;1.40;1.42;0.35;0.41;0.47;0.19;08:40;07:21:18;109;08:40;1;0;;11/13/2023 12:19 AM;12:27 AM;0.84;0.54;0.66;0.48
948;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;22;;1.80;1.86;1.62;;3.64;3.76;4.41;1.53;0.00;0.47;0.49;0.57;06:18;07:38:15;433;06:18;3;0;;11/13/2023 12:21 AM;12:27 AM;;1.20;1.32;1.20
1404;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.28;2.58;2.16;1.86;1.24;2.12;1.34;1.78;1.59;0.30;0.52;0.33;0.44;03:51;04:00:24;252;03:51;1;0;;11/13/2023 12:19 AM;12:23 AM;1.32;1.74;1.32;1.02
1100;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;17;1.26;1.80;1.38;1.74;3.14;5.15;3.56;4.99;1.69;0.32;0.52;0.36;0.50;06:28;09:50:42;280;06:28;3;0;;11/13/2023 12:16 AM;12:23 AM;0.84;1.32;0.96;1.32
1293;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.68;1.56;1.56;1.80;4.09;3.06;3.81;3.01;1.60;0.47;0.35;0.44;0.34;06:11;08:37:04;162;06:11;2;0;;11/13/2023 12:11 AM;12:18 AM;1.20;1.20;1.02;1.20
1295;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;;2.22;1.62;1.98;;4.87;2.19;4.52;1.86;0.00;0.78;0.35;0.73;05:00;06:07:54;137;05:00;2;0;;11/13/2023 12:12 AM;12:17 AM;;1.56;1.20;1.50
1168;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;114;0.90;1.02;0.78;1.20;3.96;4.59;3.48;3.68;2.65;0.67;0.77;0.59;0.62;10:19;05:46:24;57;10:19;3;0;;11/13/2023 12:05 AM;12:15 AM;0.60;0.72;0.54;0.78
1192;11/13/2023;;0;Unchecked;Checked;Unchecked;Unchecked;0;22;1.14;1.56;1.38;2.22;3.17;2.98;2.57;5.06;1.61;0.37;0.35;0.30;0.59;06:45;08:28:46;349;06:45;2;0;;11/13/2023 12:06 AM;12:12 AM;0.78;1.20;0.96;1.74
1471;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.80;1.68;1.38;1.80;2.33;2.60;2.30;2.88;1.61;0.37;0.41;0.37;0.46;04:46;06:13:07;40;04:46;1;0;;11/13/2023 12:06 AM;12:10 AM;1.26;1.08;1.02;1.32
1458;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;;2.04;1.92;1.80;;3.16;3.08;3.12;1.48;0.00;0.50;0.49;0.49;04:17;06:15:39;48;04:17;1;0;;11/13/2023 12:06 AM;12:10 AM;;1.50;1.38;1.32
1360;11/13/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.32;1.38;1.38;1.20;2.56;2.39;2.57;2.39;1.49;0.38;0.36;0.39;0.36;05:25;06:33:56;276;05:25;1;0;;11/13/2023 12:00 AM;12:05 AM;0.90;0.96;0.90;0.90
686;11/12/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.62;1.32;1.92;1.74;3.08;3.90;3.27;3.65;2.89;0.64;0.81;0.68;0.76;06:40;04:42:46;46;06:40;5;0;;11/12/2023 11:58 PM;12:04 AM;1.20;0.96;1.32;1.26
785;11/12/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;40;1.08;1.20;1.38;1.44;2.35;2.44;2.79;2.73;2.16;0.49;0.51;0.59;0.57;05:59;04:40:04;32;05:59;5;0;;11/12/2023 11:58 PM;12:04 AM;0.84;0.90;0.84;1.02
1245;11/12/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;17;2.70;2.22;1.68;1.86;4.07;5.50;3.95;6.37;1.96;0.40;0.54;0.39;0.63;06:56;10:01:39;262;06:56;2;0;;11/12/2023 11:52 PM;11:59 PM;1.62;1.74;1.26;1.38
1395;11/12/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.20;1.20;;1.50;3.66;3.47;;4.18;1.76;0.57;0.54;0.00;0.65;06:24;06:18:32;179;06:24;1;0;;11/12/2023 11:52 PM;11:59 PM;0.90;0.84;;1.08
1252;11/12/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;28;1.38;1.56;1.68;1.08;5.02;5.30;4.45;5.84;1.64;0.40;0.42;0.36;0.47;09:48;12:21:55;195;09:48;2;0;;11/12/2023 11:47 PM;11:57 PM;1.02;1.02;1.26;0.78
1456;11/12/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.26;1.50;1.50;1.14;2.26;2.92;2.57;2.50;1.39;0.31;0.40;0.35;0.34;05:53;07:15:35;126;05:53;1;0;;11/12/2023 11:49 PM;11:55 PM;0.78;1.08;0.90;0.78
1144;11/12/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;128;1.98;1.62;1.98;2.04;2.13;3.92;2.10;3.61;2.27;0.41;0.76;0.41;0.70;05:22;05:05:43;81;05:22;3;0;;11/12/2023 11:46 PM;11:51 PM;1.44;1.26;1.44;1.44
1385;11/12/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.74;1.56;1.68;1.50;3.14;3.67;3.14;2.99;1.24;0.30;0.35;0.30;0.29;05:30;10:19:04;244;05:30;1;0;;11/12/2023 11:43 PM;11:48 PM;1.20;1.14;1.08;1.20
904;11/12/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;17;1.20;1.44;1.32;1.50;3.77;5.70;3.57;4.67;2.43;0.52;0.78;0.49;0.64;08:29;07:08:52;120;08:29;4;0;;11/12/2023 11:38 PM;11:47 PM;0.72;0.96;0.84;0.96
1164;11/12/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;17;2.22;1.86;2.46;2.28;3.97;5.05;4.69;5.04;2.53;0.54;0.68;0.63;0.68;05:42;07:19:59;18;05:42;3;0;;11/12/2023 11:39 PM;11:45 PM;1.68;1.38;1.68;1.74
1271;11/12/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.16;1.62;1.68;1.32;7.04;7.04;6.61;6.99;1.79;0.46;0.46;0.43;0.45;09:26;15:17:20;143;09:26;2;0;;11/12/2023 11:33 PM;11:42 PM;1.50;1.02;1.20;0.96
1475;11/12/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.40;1.92;2.10;2.46;3.93;4.78;3.92;5.28;1.69;0.37;0.45;0.37;0.50;05:19;10:30:39;34;05:19;1;0;;11/12/2023 11:35 PM;11:40 PM;1.62;1.50;1.38;1.80
1241;11/12/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;14;1.98;2.10;1.74;2.04;3.95;5.20;4.29;5.73;2.32;0.48;0.63;0.52;0.69;06:00;08:10:21;114;06:00;2;0;;11/12/2023 11:31 PM;11:37 PM;1.62;1.50;1.32;1.56
