Animal Number;Date;Begin Time;End Time;Yield;Kickoff LF;Kickoff Milkings;Kickoff LR;Kickoff RF;Kickoff RR
1323;11/6/2023;11/6/2023 1:40 AM;1:48 AM;14.46;Unchecked;0;Unchecked;Unchecked;Unchecked
1325;11/6/2023;11/6/2023 1:39 AM;1:49 AM;9.02;Unchecked;0;Unchecked;Unchecked;Unchecked
921;11/6/2023;11/6/2023 1:45 AM;1:50 AM;12.91;Unchecked;0;Unchecked;Unchecked;Unchecked
896;11/6/2023;11/6/2023 1:47 AM;1:53 AM;8.50;Unchecked;0;Unchecked;Unchecked;Unchecked
1468;11/6/2023;11/6/2023 1:49 AM;1:55 AM;11.78;Unchecked;0;Unchecked;Unchecked;Unchecked
1277;11/6/2023;11/6/2023 1:50 AM;1:57 AM;12.99;Unchecked;0;Unchecked;Unchecked;Unchecked
1258;11/6/2023;11/6/2023 1:53 AM;1:58 AM;10.17;Unchecked;0;Unchecked;Unchecked;Unchecked
1331;11/6/2023;11/6/2023 1:56 AM;2:01 AM;16.00;Unchecked;0;Unchecked;Unchecked;Unchecked
1363;11/6/2023;11/6/2023 1:54 AM;2:04 AM;9.04;Unchecked;0;Unchecked;Unchecked;Unchecked
842;11/6/2023;11/6/2023 1:59 AM;2:05 AM;20.48;Unchecked;0;Unchecked;Unchecked;Unchecked
1365;11/6/2023;11/6/2023 2:02 AM;2:06 AM;18.83;Unchecked;0;Unchecked;Unchecked;Unchecked
1168;11/6/2023;11/6/2023 1:58 AM;2:07 AM;12.08;Unchecked;0;Unchecked;Unchecked;Unchecked
1142;11/6/2023;11/6/2023 2:06 AM;2:11 AM;11.20;Unchecked;0;Unchecked;Unchecked;Unchecked
957;11/6/2023;11/6/2023 2:08 AM;2:15 AM;17.38;Unchecked;0;Unchecked;Unchecked;Unchecked
1463;11/6/2023;11/6/2023 2:07 AM;2:16 AM;23.11;Unchecked;0;Unchecked;Unchecked;Unchecked
1058;11/6/2023;11/6/2023 2:12 AM;2:18 AM;12.01;Unchecked;0;Unchecked;Unchecked;Unchecked
1023;11/6/2023;11/6/2023 2:15 AM;2:22 AM;12.81;Unchecked;0;Unchecked;Unchecked;Unchecked
1319;11/6/2023;11/6/2023 2:19 AM;2:24 AM;12.61;Unchecked;0;Unchecked;Unchecked;Unchecked
1388;11/6/2023;11/6/2023 2:17 AM;2:26 AM;19.98;Unchecked;0;Unchecked;Unchecked;Unchecked
924;11/6/2023;11/6/2023 2:23 AM;2:30 AM;17.70;Unchecked;0;Unchecked;Unchecked;Unchecked
1240;11/6/2023;11/6/2023 2:26 AM;2:33 AM;13.17;Unchecked;0;Unchecked;Unchecked;Unchecked
1476;11/6/2023;11/6/2023 2:27 AM;2:36 AM;12.42;Unchecked;0;Unchecked;Unchecked;Unchecked
1148;11/6/2023;11/6/2023 2:31 AM;2:37 AM;14.18;Unchecked;0;Unchecked;Unchecked;Unchecked
1003;11/6/2023;11/6/2023 2:33 AM;2:42 AM;17.54;Unchecked;0;Unchecked;Unchecked;Unchecked
1414;11/6/2023;11/6/2023 2:37 AM;2:46 AM;19.56;Unchecked;0;Unchecked;Unchecked;Unchecked
1286;11/6/2023;11/6/2023 2:42 AM;2:49 AM;15.18;Unchecked;0;Unchecked;Unchecked;Unchecked
971;11/6/2023;11/6/2023 2:46 AM;2:52 AM;13.42;Unchecked;0;Unchecked;Unchecked;Unchecked
1057;11/6/2023;11/6/2023 2:38 AM;2:52 AM;35.27;Unchecked;0;Unchecked;Unchecked;Unchecked
1401;11/6/2023;11/6/2023 2:52 AM;2:56 AM;9.50;Unchecked;0;Unchecked;Unchecked;Unchecked
897;11/6/2023;11/6/2023 2:49 AM;2:58 AM;22.75;Unchecked;0;Unchecked;Unchecked;Unchecked
861;11/6/2023;11/6/2023 2:53 AM;2:59 AM;12.67;Unchecked;0;Unchecked;Unchecked;Unchecked
970;11/6/2023;11/6/2023 2:57 AM;3:03 AM;17.82;Unchecked;0;Unchecked;Unchecked;Unchecked
1246;11/6/2023;11/6/2023 2:59 AM;3:05 AM;14.19;Unchecked;0;Unchecked;Unchecked;Unchecked
1233;11/6/2023;11/6/2023 2:59 AM;3:08 AM;15.38;Unchecked;1;Unchecked;Checked;Checked
1486;11/6/2023;11/6/2023 3:04 AM;3:10 AM;16.49;Unchecked;1;Unchecked;Unchecked;Checked
736;11/6/2023;11/6/2023 3:07 AM;3:13 AM;12.62;Unchecked;0;Unchecked;Unchecked;Unchecked
1241;11/6/2023;11/6/2023 3:11 AM;3:16 AM;9.69;Unchecked;0;Unchecked;Unchecked;Unchecked
1223;11/6/2023;11/6/2023 3:11 AM;3:17 AM;17.78;Unchecked;0;Unchecked;Unchecked;Unchecked
1133;11/6/2023;11/6/2023 3:18 AM;3:23 AM;15.35;Unchecked;0;Unchecked;Unchecked;Unchecked
837;11/6/2023;11/6/2023 3:17 AM;3:23 AM;13.40;Unchecked;0;Unchecked;Unchecked;Unchecked
1236;11/6/2023;11/6/2023 3:15 AM;3:24 AM;13.39;Unchecked;0;Unchecked;Unchecked;Unchecked
711;11/6/2023;11/6/2023 3:25 AM;3:30 AM;6.28;Unchecked;0;Unchecked;Unchecked;Unchecked
1200;11/6/2023;11/6/2023 3:24 AM;3:32 AM;6.76;Unchecked;0;Unchecked;Unchecked;Unchecked
1485;11/6/2023;11/6/2023 3:23 AM;3:32 AM;12.11;Unchecked;0;Unchecked;Unchecked;Unchecked
985;11/6/2023;11/6/2023 3:31 AM;3:37 AM;15.20;Unchecked;0;Unchecked;Unchecked;Unchecked
1291;11/6/2023;11/6/2023 3:35 AM;3:39 AM;12.42;Unchecked;0;Unchecked;Unchecked;Unchecked
986;11/6/2023;11/6/2023 3:33 AM;3:43 AM;18.88;Unchecked;0;Unchecked;Unchecked;Unchecked
978;11/6/2023;11/6/2023 3:39 AM;3:47 AM;12.35;Unchecked;0;Unchecked;Unchecked;Unchecked
962;11/6/2023;11/6/2023 3:44 AM;3:50 AM;14.19;Unchecked;0;Unchecked;Unchecked;Unchecked
1261;11/6/2023;11/6/2023 3:46 AM;3:53 AM;20.61;Unchecked;0;Unchecked;Unchecked;Unchecked
1259;11/6/2023;11/6/2023 3:48 AM;3:56 AM;8.50;Unchecked;0;Unchecked;Unchecked;Unchecked
1404;11/6/2023;11/6/2023 3:54 AM;3:57 AM;7.69;Unchecked;0;Unchecked;Unchecked;Unchecked
1235;11/6/2023;11/6/2023 3:51 AM;4:01 AM;20.84;Unchecked;0;Unchecked;Unchecked;Unchecked
1370;11/6/2023;11/6/2023 3:58 AM;4:04 AM;13.20;Unchecked;0;Unchecked;Unchecked;Unchecked
1252;11/6/2023;11/6/2023 4:00 AM;4:06 AM;11.18;Unchecked;0;Unchecked;Unchecked;Unchecked
868;11/6/2023;11/6/2023 4:02 AM;4:09 AM;13.78;Unchecked;0;Unchecked;Unchecked;Unchecked
1409;11/6/2023;11/6/2023 4:05 AM;4:13 AM;17.98;Unchecked;0;Unchecked;Unchecked;Unchecked
1104;11/6/2023;11/6/2023 4:04 AM;4:15 AM;10.62;Unchecked;0;Unchecked;Unchecked;Unchecked
747;11/6/2023;11/6/2023 4:10 AM;4:16 AM;18.73;Unchecked;0;Unchecked;Unchecked;Unchecked
1391;11/6/2023;11/6/2023 4:13 AM;4:19 AM;16.09;Unchecked;0;Unchecked;Unchecked;Unchecked
1178;11/6/2023;11/6/2023 4:13 AM;4:22 AM;19.43;Unchecked;0;Unchecked;Unchecked;Unchecked
1098;11/6/2023;11/6/2023 4:17 AM;4:25 AM;17.65;Unchecked;0;Unchecked;Unchecked;Unchecked
686;11/6/2023;11/6/2023 4:16 AM;4:31 AM;19.69;Unchecked;0;Unchecked;Unchecked;Unchecked
948;11/6/2023;11/6/2023 5:20 AM;5:27 AM;10.00;Unchecked;0;Unchecked;Unchecked;Unchecked
1465;11/6/2023;11/6/2023 5:21 AM;5:30 AM;13.44;Unchecked;0;Unchecked;Unchecked;Unchecked
808;11/6/2023;11/6/2023 5:27 AM;5:34 AM;15.42;Unchecked;0;Unchecked;Unchecked;Unchecked
981;11/6/2023;11/6/2023 5:38 AM;5:42 AM;11.02;Unchecked;0;Unchecked;Unchecked;Unchecked
1424;11/6/2023;11/6/2023 5:37 AM;5:43 AM;13.40;Unchecked;0;Unchecked;Unchecked;Unchecked
1163;11/6/2023;11/6/2023 5:37 AM;5:48 AM;20.33;Unchecked;1;Checked;Unchecked;Unchecked
1102;11/6/2023;11/6/2023 5:43 AM;5:49 AM;16.70;Unchecked;0;Unchecked;Unchecked;Unchecked
1419;11/6/2023;11/6/2023 5:44 AM;5:52 AM;22.11;Unchecked;0;Unchecked;Unchecked;Unchecked
1172;11/6/2023;11/6/2023 5:49 AM;5:54 AM;19.17;Unchecked;0;Unchecked;Unchecked;Unchecked
1243;11/6/2023;11/6/2023 5:50 AM;5:55 AM;19.32;Unchecked;0;Unchecked;Unchecked;Unchecked
1364;11/6/2023;11/6/2023 5:53 AM;6:00 AM;23.59;Unchecked;0;Unchecked;Unchecked;Unchecked
1400;11/6/2023;11/6/2023 5:52 AM;6:02 AM;18.37;Unchecked;0;Unchecked;Unchecked;Unchecked
1040;11/6/2023;11/6/2023 5:55 AM;6:03 AM;21.36;Unchecked;0;Unchecked;Unchecked;Unchecked
729;11/6/2023;11/6/2023 5:56 AM;6:04 AM;20.52;Unchecked;0;Unchecked;Unchecked;Unchecked
1382;11/6/2023;11/6/2023 6:01 AM;6:07 AM;21.34;Unchecked;0;Unchecked;Unchecked;Unchecked
1160;11/6/2023;11/6/2023 6:03 AM;6:08 AM;9.48;Unchecked;0;Unchecked;Unchecked;Unchecked
912;11/6/2023;11/6/2023 6:04 AM;6:10 AM;10.64;Unchecked;0;Unchecked;Unchecked;Unchecked
454;11/6/2023;11/6/2023 6:05 AM;6:11 AM;15.33;Unchecked;0;Unchecked;Unchecked;Unchecked
1397;11/6/2023;11/6/2023 6:08 AM;6:16 AM;16.52;Unchecked;0;Unchecked;Unchecked;Unchecked
1164;11/6/2023;11/6/2023 6:11 AM;6:19 AM;27.72;Unchecked;0;Unchecked;Unchecked;Unchecked
1271;11/6/2023;11/6/2023 6:09 AM;6:19 AM;28.43;Unchecked;0;Unchecked;Unchecked;Unchecked
1474;11/6/2023;11/6/2023 6:17 AM;6:24 AM;18.83;Unchecked;0;Unchecked;Unchecked;Unchecked
1140;11/6/2023;11/6/2023 6:19 AM;6:24 AM;11.92;Unchecked;0;Unchecked;Unchecked;Unchecked
1451;11/6/2023;11/6/2023 6:19 AM;6:25 AM;14.27;Unchecked;0;Unchecked;Unchecked;Unchecked
1151;11/6/2023;11/6/2023 6:22 AM;6:29 AM;22.30;Unchecked;0;Unchecked;Unchecked;Unchecked
1225;11/6/2023;11/6/2023 6:25 AM;6:31 AM;15.52;Unchecked;0;Unchecked;Unchecked;Unchecked
1457;11/6/2023;11/6/2023 6:24 AM;6:32 AM;18.78;Unchecked;1;Unchecked;Unchecked;Checked
1281;11/6/2023;11/6/2023 6:26 AM;6:33 AM;21.55;Unchecked;0;Unchecked;Unchecked;Unchecked
905;11/6/2023;11/6/2023 6:29 AM;6:36 AM;14.56;Unchecked;0;Unchecked;Unchecked;Unchecked
1461;11/6/2023;11/6/2023 6:32 AM;6:39 AM;16.95;Unchecked;0;Unchecked;Unchecked;Unchecked
1145;11/6/2023;11/6/2023 6:33 AM;6:43 AM;23.11;Unchecked;0;Unchecked;Unchecked;Unchecked
1215;11/6/2023;11/6/2023 6:34 AM;6:43 AM;23.94;Unchecked;0;Unchecked;Unchecked;Unchecked
1039;11/6/2023;11/6/2023 6:37 AM;6:45 AM;19.99;Unchecked;0;Unchecked;Unchecked;Unchecked
1368;11/6/2023;11/6/2023 6:40 AM;6:46 AM;20.52;Unchecked;0;Unchecked;Unchecked;Unchecked
1294;11/6/2023;11/6/2023 6:44 AM;6:50 AM;15.59;Unchecked;0;Unchecked;Unchecked;Unchecked
1454;11/6/2023;11/6/2023 6:44 AM;6:54 AM;17.33;Unchecked;1;Unchecked;Unchecked;Checked
872;11/6/2023;11/6/2023 6:46 AM;6:55 AM;19.93;Unchecked;0;Unchecked;Unchecked;Unchecked
1371;11/6/2023;11/6/2023 6:50 AM;6:59 AM;18.90;Unchecked;0;Unchecked;Unchecked;Unchecked
738;11/6/2023;11/6/2023 6:56 AM;7:02 AM;12.99;Unchecked;0;Unchecked;Unchecked;Unchecked
1433;11/6/2023;11/6/2023 6:54 AM;7:03 AM;16.48;Unchecked;1;Unchecked;Checked;Unchecked
1144;11/6/2023;11/6/2023 7:02 AM;7:10 AM;17.55;Unchecked;0;Unchecked;Unchecked;Unchecked
1170;11/6/2023;11/6/2023 7:07 AM;7:11 AM;9.91;Unchecked;0;Unchecked;Unchecked;Unchecked
1231;11/6/2023;11/6/2023 7:09 AM;7:15 AM;18.18;Unchecked;0;Unchecked;Unchecked;Unchecked
1282;11/6/2023;11/6/2023 7:10 AM;7:17 AM;17.12;Unchecked;0;Unchecked;Unchecked;Unchecked
1427;11/6/2023;11/6/2023 7:12 AM;7:18 AM;17.19;Unchecked;0;Unchecked;Unchecked;Unchecked
1396;11/6/2023;11/6/2023 7:14 AM;7:22 AM;18.56;Unchecked;0;Unchecked;Unchecked;Unchecked
1074;11/6/2023;11/6/2023 7:16 AM;7:22 AM;17.25;Unchecked;0;Unchecked;Unchecked;Unchecked
1423;11/6/2023;11/6/2023 7:19 AM;7:24 AM;16.84;Unchecked;0;Unchecked;Unchecked;Unchecked
915;11/6/2023;11/6/2023 7:17 AM;7:27 AM;22.02;Unchecked;0;Unchecked;Unchecked;Unchecked
1478;11/6/2023;11/6/2023 7:23 AM;7:29 AM;15.41;Unchecked;0;Unchecked;Unchecked;Unchecked
1453;11/6/2023;11/6/2023 7:25 AM;7:31 AM;16.27;Unchecked;0;Unchecked;Unchecked;Unchecked
1127;11/6/2023;11/6/2023 7:23 AM;7:31 AM;24.14;Unchecked;0;Unchecked;Unchecked;Unchecked
1268;11/6/2023;11/6/2023 7:28 AM;7:35 AM;26.85;Unchecked;0;Unchecked;Unchecked;Unchecked
1372;11/6/2023;11/6/2023 7:32 AM;7:40 AM;21.14;Unchecked;0;Unchecked;Unchecked;Unchecked
1395;11/6/2023;11/6/2023 7:32 AM;7:41 AM;17.10;Unchecked;0;Unchecked;Unchecked;Unchecked
778;11/6/2023;11/6/2023 7:38 AM;7:45 AM;14.58;Unchecked;0;Unchecked;Unchecked;Unchecked
1100;11/6/2023;11/6/2023 7:45 AM;7:52 AM;18.02;Unchecked;0;Unchecked;Unchecked;Unchecked
1177;11/6/2023;11/6/2023 7:43 AM;7:52 AM;24.80;Unchecked;0;Unchecked;Unchecked;Unchecked
1480;11/6/2023;11/6/2023 7:42 AM;7:55 AM;20.98;Unchecked;0;Unchecked;Unchecked;Unchecked
1262;11/6/2023;11/6/2023 7:46 AM;7:56 AM;23.94;Unchecked;0;Unchecked;Unchecked;Unchecked
856;11/6/2023;11/6/2023 7:53 AM;8:00 AM;18.87;Unchecked;0;Unchecked;Unchecked;Unchecked
975;11/6/2023;11/6/2023 7:52 AM;8:00 AM;19.56;Unchecked;0;Unchecked;Unchecked;Unchecked
1440;11/6/2023;11/6/2023 7:56 AM;8:02 AM;11.36;Unchecked;0;Unchecked;Unchecked;Unchecked
1456;11/6/2023;11/6/2023 7:56 AM;8:03 AM;13.17;Unchecked;0;Unchecked;Unchecked;Unchecked
1212;11/6/2023;11/6/2023 8:00 AM;8:07 AM;18.41;Unchecked;0;Unchecked;Unchecked;Unchecked
785;11/6/2023;11/6/2023 8:05 AM;8:10 AM;11.43;Unchecked;0;Unchecked;Unchecked;Unchecked
929;11/6/2023;11/6/2023 8:03 AM;8:12 AM;20.65;Unchecked;1;Unchecked;Unchecked;Checked
935;11/6/2023;11/6/2023 8:07 AM;8:13 AM;13.63;Unchecked;0;Unchecked;Unchecked;Unchecked
1443;11/6/2023;11/6/2023 8:04 AM;8:16 AM;13.76;Unchecked;0;Unchecked;Unchecked;Unchecked
1171;11/6/2023;11/6/2023 8:11 AM;8:17 AM;19.26;Unchecked;0;Unchecked;Unchecked;Unchecked
1475;11/6/2023;11/6/2023 8:12 AM;8:19 AM;22.12;Unchecked;0;Unchecked;Unchecked;Unchecked
1139;11/6/2023;11/6/2023 8:14 AM;8:24 AM;19.80;Unchecked;0;Unchecked;Unchecked;Unchecked
1335;11/6/2023;11/6/2023 8:18 AM;8:24 AM;20.74;Unchecked;0;Unchecked;Unchecked;Unchecked
1501;11/6/2023;11/6/2023 8:20 AM;8:28 AM;16.62;Unchecked;0;Unchecked;Unchecked;Unchecked
1471;11/6/2023;11/6/2023 8:25 AM;8:31 AM;18.10;Unchecked;0;Unchecked;Unchecked;Unchecked
1023;11/6/2023;11/6/2023 8:25 AM;8:31 AM;13.66;Unchecked;0;Unchecked;Unchecked;Unchecked
807;11/6/2023;11/6/2023 8:25 AM;8:32 AM;15.85;Unchecked;0;Unchecked;Unchecked;Unchecked
1495;11/6/2023;11/6/2023 8:29 AM;8:35 AM;12.61;Unchecked;0;Unchecked;Unchecked;Unchecked
1473;11/6/2023;11/6/2023 8:31 AM;8:37 AM;16.54;Unchecked;0;Unchecked;Unchecked;Unchecked
1255;11/6/2023;11/6/2023 8:32 AM;8:38 AM;19.90;Unchecked;0;Unchecked;Unchecked;Unchecked
628;11/6/2023;11/6/2023 8:35 AM;8:42 AM;20.21;Unchecked;0;Unchecked;Unchecked;Unchecked
1504;11/6/2023;11/6/2023 8:36 AM;8:42 AM;9.41;Unchecked;0;Unchecked;Unchecked;Unchecked
1264;11/6/2023;11/6/2023 8:39 AM;8:44 AM;14.33;Unchecked;0;Unchecked;Unchecked;Unchecked
1487;11/6/2023;11/6/2023 8:38 AM;8:44 AM;13.61;Unchecked;1;Unchecked;Unchecked;Checked
723;11/6/2023;11/6/2023 8:43 AM;8:48 AM;18.08;Unchecked;0;Unchecked;Unchecked;Unchecked
1462;11/6/2023;11/6/2023 8:45 AM;8:50 AM;17.38;Unchecked;0;Unchecked;Unchecked;Unchecked
1084;11/6/2023;11/6/2023 8:44 AM;8:51 AM;15.15;Unchecked;0;Unchecked;Unchecked;Unchecked
833;11/6/2023;11/6/2023 8:43 AM;8:51 AM;13.27;Unchecked;0;Unchecked;Unchecked;Unchecked
1483;11/6/2023;11/6/2023 8:49 AM;8:56 AM;20.34;Unchecked;0;Unchecked;Unchecked;Unchecked
1153;11/6/2023;11/6/2023 8:51 AM;8:58 AM;21.82;Unchecked;0;Unchecked;Unchecked;Unchecked
1061;11/6/2023;11/6/2023 8:51 AM;8:59 AM;21.05;Unchecked;0;Unchecked;Unchecked;Unchecked
1361;11/6/2023;11/6/2023 8:51 AM;8:59 AM;14.31;Unchecked;0;Unchecked;Unchecked;Unchecked
1284;11/6/2023;11/6/2023 8:57 AM;9:05 AM;22.47;Unchecked;0;Unchecked;Unchecked;Unchecked
1219;11/6/2023;11/6/2023 8:59 AM;9:06 AM;18.27;Unchecked;0;Unchecked;Unchecked;Unchecked
627;11/6/2023;11/6/2023 9:01 AM;9:07 AM;29.14;Unchecked;0;Unchecked;Unchecked;Unchecked
1398;11/6/2023;11/6/2023 9:00 AM;9:09 AM;19.82;Unchecked;0;Unchecked;Unchecked;Unchecked
1327;11/6/2023;11/6/2023 9:05 AM;9:13 AM;19.16;Unchecked;0;Unchecked;Unchecked;Unchecked
1207;11/6/2023;11/6/2023 9:07 AM;9:14 AM;10.33;Unchecked;0;Unchecked;Unchecked;Unchecked
1116;11/6/2023;11/6/2023 9:10 AM;9:19 AM;23.79;Unchecked;0;Unchecked;Unchecked;Unchecked
904;11/6/2023;11/6/2023 9:11 AM;9:20 AM;20.92;Unchecked;0;Unchecked;Unchecked;Unchecked
1263;11/6/2023;11/6/2023 9:14 AM;9:22 AM;21.98;Unchecked;0;Unchecked;Unchecked;Unchecked
1312;11/6/2023;11/6/2023 9:14 AM;9:25 AM;25.52;Unchecked;0;Unchecked;Unchecked;Unchecked
1142;11/6/2023;11/6/2023 9:21 AM;9:27 AM;14.95;Unchecked;0;Unchecked;Unchecked;Unchecked
571;11/6/2023;11/6/2023 9:19 AM;9:28 AM;19.91;Unchecked;0;Unchecked;Unchecked;Unchecked
1003;11/6/2023;11/6/2023 9:23 AM;9:30 AM;16.50;Unchecked;0;Unchecked;Unchecked;Unchecked
1067;11/6/2023;11/6/2023 9:25 AM;9:31 AM;13.30;Unchecked;0;Unchecked;Unchecked;Unchecked
1274;11/6/2023;11/6/2023 9:28 AM;9:35 AM;16.16;Unchecked;0;Unchecked;Unchecked;Unchecked
1470;11/6/2023;11/6/2023 9:31 AM;9:37 AM;10.10;Unchecked;0;Unchecked;Unchecked;Unchecked
1321;11/6/2023;11/6/2023 9:31 AM;9:38 AM;16.66;Unchecked;0;Unchecked;Unchecked;Unchecked
1460;11/6/2023;11/6/2023 9:29 AM;9:39 AM;13.49;Unchecked;0;Unchecked;Unchecked;Unchecked
861;11/6/2023;11/6/2023 9:35 AM;9:41 AM;13.86;Unchecked;0;Unchecked;Unchecked;Unchecked
1197;11/6/2023;11/6/2023 9:38 AM;9:46 AM;22.53;Unchecked;0;Unchecked;Unchecked;Unchecked
1101;11/6/2023;11/6/2023 9:39 AM;9:46 AM;18.18;Unchecked;0;Unchecked;Unchecked;Unchecked
1360;11/6/2023;11/6/2023 9:39 AM;9:48 AM;16.41;Unchecked;0;Unchecked;Unchecked;Unchecked
1279;11/6/2023;11/6/2023 9:43 AM;9:49 AM;23.51;Unchecked;0;Unchecked;Unchecked;Unchecked
1354;11/6/2023;11/6/2023 9:47 AM;9:54 AM;20.14;Unchecked;0;Unchecked;Unchecked;Unchecked
1405;11/6/2023;11/6/2023 9:48 AM;9:55 AM;16.25;Unchecked;0;Unchecked;Unchecked;Unchecked
1267;11/6/2023;11/6/2023 9:48 AM;9:55 AM;15.86;Unchecked;0;Unchecked;Unchecked;Unchecked
1283;11/6/2023;11/6/2023 9:50 AM;9:56 AM;21.44;Unchecked;0;Unchecked;Unchecked;Unchecked
1441;11/6/2023;11/6/2023 9:55 AM;10:03 AM;12.61;Unchecked;0;Unchecked;Unchecked;Unchecked
1449;11/6/2023;11/6/2023 9:56 AM;10:03 AM;20.54;Unchecked;0;Unchecked;Unchecked;Unchecked
1126;11/6/2023;11/6/2023 9:57 AM;10:06 AM;17.00;Unchecked;0;Unchecked;Unchecked;Unchecked
1376;11/6/2023;11/6/2023 10:04 AM;10:10 AM;16.15;Unchecked;0;Unchecked;Unchecked;Unchecked
1078;11/6/2023;11/6/2023 10:04 AM;10:11 AM;14.22;Unchecked;1;Unchecked;Unchecked;Checked
924;11/6/2023;11/6/2023 10:06 AM;10:13 AM;19.02;Unchecked;0;Unchecked;Unchecked;Unchecked
1240;11/6/2023;11/6/2023 10:07 AM;10:14 AM;15.49;Unchecked;0;Unchecked;Unchecked;Unchecked
1406;11/6/2023;11/6/2023 10:11 AM;10:17 AM;14.52;Unchecked;0;Unchecked;Unchecked;Unchecked
1404;11/6/2023;11/6/2023 10:12 AM;10:17 AM;10.56;Unchecked;0;Unchecked;Unchecked;Unchecked
837;11/6/2023;11/6/2023 10:15 AM;10:21 AM;13.37;Unchecked;0;Unchecked;Unchecked;Unchecked
1374;11/6/2023;11/6/2023 10:17 AM;10:23 AM;14.00;Unchecked;0;Unchecked;Unchecked;Unchecked
1091;11/6/2023;11/6/2023 10:14 AM;10:25 AM;28.66;Unchecked;0;Unchecked;Unchecked;Unchecked
1472;11/6/2023;11/6/2023 10:18 AM;10:27 AM;11.67;Unchecked;0;Unchecked;Unchecked;Unchecked
1241;11/6/2023;11/6/2023 10:22 AM;10:28 AM;19.18;Unchecked;1;Unchecked;Unchecked;Checked
1407;11/6/2023;11/6/2023 10:24 AM;10:30 AM;13.71;Unchecked;0;Unchecked;Unchecked;Unchecked
1148;11/6/2023;11/6/2023 10:27 AM;10:32 AM;17.30;Unchecked;0;Unchecked;Unchecked;Unchecked
764;11/6/2023;11/6/2023 10:27 AM;10:36 AM;21.36;Unchecked;0;Unchecked;Unchecked;Unchecked
925;11/6/2023;11/6/2023 10:29 AM;10:36 AM;20.31;Unchecked;0;Unchecked;Unchecked;Unchecked
711;11/6/2023;11/6/2023 10:33 AM;10:38 AM;8.84;Unchecked;0;Unchecked;Unchecked;Unchecked
1442;11/6/2023;11/6/2023 10:31 AM;10:39 AM;17.91;Unchecked;0;Unchecked;Unchecked;Unchecked
1098;11/6/2023;11/6/2023 10:36 AM;10:43 AM;15.95;Unchecked;0;Unchecked;Unchecked;Unchecked
1288;11/6/2023;11/6/2023 10:36 AM;10:47 AM;23.80;Checked;1;Unchecked;Checked;Checked
1235;11/6/2023;11/6/2023 10:41 AM;10:49 AM;12.86;Unchecked;0;Unchecked;Unchecked;Unchecked
1319;11/6/2023;11/6/2023 10:44 AM;10:49 AM;11.47;Unchecked;0;Unchecked;Unchecked;Unchecked
1334;11/6/2023;11/6/2023 10:39 AM;10:50 AM;22.43;Unchecked;0;Unchecked;Unchecked;Unchecked
1380;11/6/2023;11/6/2023 10:48 AM;10:54 AM;18.09;Unchecked;0;Unchecked;Unchecked;Unchecked
1160;11/6/2023;11/6/2023 10:51 AM;10:55 AM;7.43;Unchecked;0;Unchecked;Unchecked;Unchecked
1273;11/6/2023;11/6/2023 10:50 AM;10:57 AM;17.64;Unchecked;0;Unchecked;Unchecked;Unchecked
1092;11/6/2023;11/6/2023 10:50 AM;10:59 AM;22.24;Unchecked;0;Unchecked;Unchecked;Unchecked
1237;11/6/2023;11/6/2023 10:55 AM;11:03 AM;21.72;Unchecked;0;Unchecked;Unchecked;Unchecked
1315;11/6/2023;11/6/2023 10:56 AM;11:04 AM;21.49;Unchecked;0;Unchecked;Unchecked;Unchecked
1305;11/6/2023;11/6/2023 10:58 AM;11:07 AM;17.53;Unchecked;0;Unchecked;Unchecked;Unchecked
978;11/6/2023;11/6/2023 11:00 AM;11:09 AM;12.95;Unchecked;0;Unchecked;Unchecked;Unchecked
1328;11/6/2023;11/6/2023 11:04 AM;11:10 AM;19.30;Unchecked;0;Unchecked;Unchecked;Unchecked
1422;11/6/2023;11/6/2023 11:04 AM;11:11 AM;16.71;Unchecked;0;Unchecked;Unchecked;Unchecked
911;11/6/2023;11/6/2023 11:07 AM;11:14 AM;16.74;Unchecked;0;Unchecked;Unchecked;Unchecked
922;11/6/2023;11/6/2023 11:10 AM;11:16 AM;22.33;Unchecked;0;Unchecked;Unchecked;Unchecked
1477;11/6/2023;11/6/2023 11:11 AM;11:22 AM;15.05;Unchecked;0;Unchecked;Unchecked;Unchecked
897;11/6/2023;11/6/2023 11:15 AM;11:23 AM;16.89;Unchecked;0;Unchecked;Unchecked;Unchecked
703;11/6/2023;11/6/2023 11:17 AM;11:23 AM;23.57;Unchecked;0;Unchecked;Unchecked;Unchecked
1272;11/6/2023;11/6/2023 11:10 AM;11:28 AM;12.98;Unchecked;0;Unchecked;Unchecked;Unchecked
842;11/6/2023;11/6/2023 11:24 AM;11:29 AM;17.93;Unchecked;0;Unchecked;Unchecked;Unchecked
1468;11/6/2023;11/6/2023 11:22 AM;11:31 AM;15.18;Unchecked;0;Unchecked;Unchecked;Unchecked
986;11/6/2023;11/6/2023 11:24 AM;11:34 AM;19.63;Unchecked;0;Unchecked;Unchecked;Unchecked
1244;11/6/2023;11/6/2023 11:30 AM;11:36 AM;19.74;Unchecked;0;Unchecked;Unchecked;Unchecked
1362;11/6/2023;11/6/2023 11:31 AM;11:37 AM;18.87;Unchecked;0;Unchecked;Unchecked;Unchecked
1359;11/6/2023;11/6/2023 11:28 AM;11:38 AM;21.03;Unchecked;0;Unchecked;Unchecked;Unchecked
